"Entry ID","Lemma ID","Code (survey)","Batch (survey)","List (survey)","Item (survey)","English Word Frequency","Frequency","Frequency SD","Frequency Z","Frequency N","Sign Unknown","Frequency (Native)","Frequency SD (Native)","Frequency Z (Native)","Frequency N (Native)","Sign Unknown (Native) (proportion)","Frequency (Nonnative)","Frequency SD (Nonnative)","Frequency Z (Nonnative)","Frequency N (Nonnative)","Sign Unknown (Nonnative) (proportion)","Dominant Translation","Dominant Translation Agreement (proportion)","Dominant Translation Agreement (Native) (proportion)","Dominant Translation Agreement (Nonnative) (proportion)","Nondominant Translations","Non-Signer Iconicity","Non-Signer Iconicity SD","Non-Signer Iconicity Z","Non-Signer Iconicity N","Non-Signer Iconicity ID","Deaf Signer Iconicity","Deaf Signer Iconicity SD","Deaf Signer Iconicity Z","Deaf Signer Iconicity N","Deaf Signer Iconicity (Native)","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity Z (Native)","Deaf Signer Iconicity N (Native)","Consistency of Guesses","Accuracy of Guesses (proportion)","Transparency","Transparency SD","Transparency Z","Lexical Class","Initialized Sign","Fingerspelled Loan Sign","Compound","Number Of Morphemes","Sign Onset","Sign Offset","Sign Duration","Video Duration","Handshape","Selected Fingers","Flexion","Flexion Change","Spread","Spread Change","Thumb Position","Thumb Contact","Sign Type","Path Movement","Repeated Movement","Major Location","Minor Location","Second Minor Location","Contact","Nondominant Handshape","Wrist Twist","Handshape Morpheme 2","Selected Fingers Morpheme 2","Flexion Morpheme 2","Flexion Change Morpheme 2","Spread Morpheme 2","Spread Change Morpheme 2","Thumb Position Morpheme 2","Thumb Contact Morpheme 2","Sign Type Morpheme 2","Movement Morpheme 2","Repeated Movement Morpheme 2","Major Location Morpheme 2","Minor Location Morpheme 2","Second Minor Location Morpheme 2","Contact Morpheme 2","Nondominant Handshape Morpheme 2","Wrist Twist Morpheme 2","Handshape Morpheme 3","Selected Fingers Morpheme 3","Flexion Morpheme 3","Flexion Change Morpheme 3","Spread Morpheme 3","Spread Change Morpheme 3","Thumb Position Morpheme 3","Thumb Contact Morpheme 3","Signtype Morpheme 3","Movement Morpheme 3","Repeated Movement Morpheme 3","Major Location Morpheme 3","Minor Location Morpheme 3","Second Minor Location Morpheme 3","Contact Morpheme 3","Nondominant Handshape Morpheme 3","Wrist Twist Morpheme 3","Handshape Morpheme 4","Selected Fingers Morpheme 4","Flexion Morpheme 4","Flexion Change Morpheme 4","Spread Morpheme 4","Spread Change Morpheme 4","Thumb Position Morpheme 4","Thumb Contact Morpheme 4","Sign Type Morpheme 4","Movement Morpheme 4","Repeated Movement Morpheme 4","Major Location Morpheme 4","Minor Location Morpheme 4","Second Minor Location Morpheme 4","Contact Morpheme 4","Nondominant Handshape Morpheme 4","Wrist Twist Morpheme 4","Handshape Morpheme 5","Selected Fingers Morpheme 5","Flexion Morpheme 5","Flexion Change Morpheme 5","Spread Morpheme 5","Spread Change Morpheme 5","Thumb Position Morpheme 5","Thumb Contact Morpheme 5","Sign Type Morpheme 5","Movement Morpheme 5","Repeated Movement Morpheme 5","Major Location Morpheme 5","Minor Location Morpheme 5","Second Minor Location Morpheme 5","Contact Morpheme 5","Nondominant Handshape Morpheme 5","Wrist Twist Morpheme 5","Handshape Morpheme 6","Selected Fingers Morpheme 6","Flexion Morpheme 6","Flexion Change Morpheme 6","Spread Morpheme 6","Spread Change Morpheme 6","Thumb Position Morpheme 6","Thumb Contact Morpheme 6","Sign Type Morpheme 6","Movement Morpheme 6","Repeated Movement Morpheme 6","Major Location Morpheme 6","Minor Location Morpheme 6","Second Minor Location Morpheme 6","Contact Morpheme 6","Nondominant Handshape Morpheme 6","Wrist Twist Morpheme 6","Sign Type Frequency","Major Location Frequency","Minor Location Frequency","Second Minor Location Frequency","Movement Frequency","Selected Fingers Frequency","Flexion Frequency","Flexion Change Frequency","Repeated Movement Frequency","Contact Frequency","Spread Frequency","Spread Change Frequency","Thumb Contact Frequency","Thumb Position Frequency","Ulnar Rotation Frequency","Neighborhood Density","Parameter Neighborhood Density","Phonotactic Probability","Phonological Complexity","SignBank Semantic Field","SignBank Reference ID","In CDI","CDI Semantic Category","Age Of Acquisition","Age Of Acquisition (Empirical)","Handshape Image"
"sorry","sorry","C_01_020","C","1","20","4.775","5.633","1.189","0.714","30","0","5.778","1.309","0.657","18","0","5.417","0.996","12","0.799","0","N/A","N/A","N/A","N/A","N/A","3.633","1.81","0.364","30","N/A","1.93","1.2","30","-0.5","1.95","1.24","-0.54","21","2.1","0","4.05","1.65","0.14","Adjective","0","0","0","1","467","1435","968","1902","a","t","N/A","N/A","N/A","N/A","Open","N/A","One Handed","Circular","1","Body","Torso Top","Torso Top","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.094","0.032","0.011","0.076","0.057","0","0","0.446","0.622","0","0","0","0.657","0.836","1","58","-0.901","3","None","566","Yes","Mental State Terms","25","23","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"sound","sound","H_02_096","H","2","96","3.864","4.679","1.362","0.311","28","0","5.071","1.328","0.559","14","0","4.286","1.326","14","0.062","0","N/A","N/A","N/A","N/A","N/A","5.625","1.813","1.351","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","534","1401","868","1935","1","i","Fully Open","0","N/A","N/A","Closed","0","One Handed","Straight","1","Head","Other","N/A","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.266","0.025","0","0.457","0.261","0.409","0.791","0.446","0.622","0","0","0.684","0.343","0.836","11","469","-0.081","1","None","1097","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
"soup","soup","A_01_039","A","1","39","3.109","4.548","1.457","0.28","31","0","4.833","1.543","0.462","18","0","4.154","1.281","13","0.028","0","soup","0.645","0.556","0.769","spoon","5.333","1.51","1.078","39","N/A","5.45","1.41","31","1.09","5.21","1.44","1","19","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","267","1168","901","1368","curved_h","im","Curved","0","0","0","Closed","0","Asymmetrical Different Handshape","Curved","1","Hand","Palm","Hand Away","1","B","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.175","0.25","0.077","0.155","0.233","0.14","0.225","0.791","0.446","0.622","0.602","0.878","0.684","0.343","0.836","1","165","-0.09","4","None","386","Yes","Food and Drink","33","26","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_h.png"" />"
"sour","sour","F_03_060","F","3","60","2.474","3.926","1.796","-0.158","27","0","4.071","1.979","-0.092","14","0","3.769","1.641","13","-0.229","0","N/A","N/A","N/A","N/A","N/A","3.094","1.729","-0.361","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","0","1","567","1335","767","1835","1","i","Fully Open","0","N/A","N/A","Closed","0","One Handed","None","0","Head","Chin","N/A","1","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.266","0.037","0","0.153","0.261","0.409","0.791","0.554","0.622","0","0","0.684","0.343","0.164","2","290","-0.248","1","Attribute","2504","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
"south","south","C_02_029","C","2","29","3.517","4","1.438","-0.156","30","0","4.5","1.505","0.046","18","0","3.25","0.965","12","-0.458","0","south","0.967","1","0.917","none","1.222","0.506","-0.75","27","N/A","2.97","1.77","30","0","3.29","1.85","0.11","21","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","801","1835","1034","2302","s","imrp","Fully Closed","0","N/A","0","Closed","1","One Handed","Straight","0","Neutral","Neutral","Neutral","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0.426","0.457","0.449","0.067","0.791","0.554","0.378","0","0.878","0.316","0.343","0.836","10","524","0.233","1","None","682","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/s.png"" />"
"sow","sow","H_01_075","H","1","75","1.996","3.704","1.706","-0.228","28","0.036","3.571","2.027","-0.337","14","0","3.846","1.345","14","-0.11","0.071","pay","0.462","0.286","0.615","plant, spend, sprinkle","2.5","2.09","-0.432","20","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","434","1201","767","1768","flat_o","imrp","Flat","1","0","0","Open","1","One Handed","Straight","0","Neutral","Neutral","Neutral","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0.426","0.457","0.449","0.162","0.209","0.554","0.378","0.602","0.878","0.316","0.657","0.836","0","464","0.43","1","N/A","N/A","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
"space","space","H_03_093","H","3","93","3.528","4.741","1.483","0.368","28","0.036","4.769","1.878","0.391","14","0.071","4.714","1.069","14","0.347","0","N/A","N/A","N/A","N/A","N/A","1.417","0.929","-0.82","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","434","1268","834","1835","open_8","m","Flat","0","N/A","N/A","Open","0","Asymmetrical Different Handshape","Curved","1","Hand","Palm Back","Hand Away","1","C","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.175","0.25","0.024","0.155","0.233","0.045","0.162","0.791","0.446","0.622","0","0","0.684","0.657","0.836","2","191","-0.326","4","None","269","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_8.png"" />"
"spaceship","spaceship","J_03_074","J","3","74","2.276","1.25","0.707","-1.754","29","0.724","1","0","-1.918","15","0.8","1.4","0.894","14","-1.656","0.643","spaceship","0.25","0.333","0.2","disc golfing, ringing, shaking, space, toast","1.174","0.65","-0.805","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","634","1702","1068","2236","curved_v","im","Curved","0","0","0","Open","0","One Handed","Straight","1","Neutral","Neutral","Neutral","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0.426","0.457","0.14","0.225","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","2","453","0.444","2","N/A","N/A","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />"
"spaghetti","spaghetti","A_01_042","A","1","42","2.481","3.935","1.843","-0.013","31","0","3.778","1.734","-0.058","18","0","4.154","2.035","13","0.049","0","spaghetti","0.71","0.833","0.538","pasta","2.718","1.45","-0.196","39","N/A","2.65","1.72","31","-0.35","2.42","1.39","-0.41","19","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","267","1235","968","1435","i","p","Fully Open","0","N/A","N/A","Closed","0","Symmetrical Or Alternating","Circular","1","Neutral","Neutral","Neutral","0","i","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.076","0.033","0.409","0.791","0.446","0.378","0","0","0.684","0.343","0.836","1","96","-0.129","3","Food","1098","Yes","Food and Drink","31","23","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/i.png"" />"
"spain","spain","G_01_094","G","1","94","2.75","3.333","1.861","-0.459","27","0","3.75","1.712","-0.268","12","0","3","1.964","15","-0.611","0","N/A","N/A","N/A","N/A","N/A","1.7","1.784","-0.907","30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Name","0","0","0","1","400","1368","968","1902","baby_o","i","Bent","0","N/A","N/A","Open","1","One Handed","Circular","0","Body","Body Away","Clavicle","1","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.094","0.016","0.009","0.076","0.261","0.099","0.791","0.554","0.622","0","0","0.316","0.657","0.164","0","35","-0.535","2","N/A","N/A","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
"speakers","speakers","B_01_076","B","1","76","2.004","2.25","1.622","-1.555","24","0.04","2.077","1.382","-1.505","13","0.071","2.455","1.916","11","-1.614","0","speakers","0.417","0.231","0.636","boombox, booming music, flash, good sound, lights on/off, loud noise, music blasting","4.654","1.788","0.886","26","N/A","4.36","1.59","31","0.72","4.05","1.57","0.57","22","2.79","0","3.4","1.82","-0.11","Noun","0","0","0","1","434","1068","634","1869","o","imrp","Curved","1","0","1","Open","1","Symmetrical Or Alternating","Straight","1","Neutral","Neutral","Neutral","0","o","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.457","0.449","0.225","0.209","0.446","0.378","0.602","0.122","0.316","0.657","0.836","3","482","0.18","1","None","3131","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/o.png"" />"
"special_1","special","H_01_068","H","1","68","3.88","3.5","1.694","-0.396","28","0.143","4.167","1.267","-0.052","14","0.143","2.833","1.85","14","-0.74","0.143","special","0.625","0.667","0.583","except, unique, useless","2","1.717","-0.701","20","special","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","0","1","501","1401","901","1902","open_8","m","Flat","0","N/A","N/A","Open","0","Asymmetrical Different Handshape","Straight","0","Hand","Finger Tip","N/A","1","5","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.175","0.25","0.023","0","0.457","0.045","0.162","0.791","0.554","0.622","0","0","0.684","0.657","0.836","0","370","-0.156","3","Attribute","1100","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_8.png"" />"
"special_2","special","J_02_020","J","2","20","3.88","5.1","1.561","0.585","30","0","5.467","1.302","0.684","15","0","4.733","1.751","15","0.485","0","special","0.833","0.733","0.933","unique","2.24","1.69","-0.478","25","special","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","0","1","601","1468","868","2135","f","i","Flat","0","N/A","N/A","Open","0","Symmetry Violation","Straight","0","Hand","Finger Tip","N/A","1","1","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.006","0.25","0.023","0","0.457","0.261","0.162","0.791","0.554","0.622","0","0","0.684","0.657","0.836","0","369","-0.164","1","None","2017","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
"specialist","specialist","H_01_038","H","1","38","2.423","4.25","1.555","0.073","28","0","4.071","1.685","-0.077","14","0","4.429","1.453","14","0.223","0","N/A","N/A","N/A","N/A","N/A","1.95","1.761","-0.66","20","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","467","1335","868","1835","1","i","Fully Open","0","N/A","N/A","Closed","0","Asymmetrical Same Handshape","Straight","0","Hand","Finger Radial","Hand Away","1","1","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.059","0.25","0.035","0.155","0.457","0.261","0.409","0.791","0.554","0.622","0","0","0.684","0.343","0.836","7","446","-0.096","1","None","1101","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
"specific","specific","E_02_091","E","2","91","2.959","4.406","1.365","0.088","32","0","4.467","1.06","0.114","15","0","4.353","1.618","17","0.065","0","N/A","N/A","N/A","N/A","N/A","2.5","1.925","-0.571","30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","0","1","434","1468","1034","2035","baby_o","i","Bent","0","N/A","N/A","Open","1","Dominance Violation","Circular","0","Hand","Hand Away","Finger Tip","1","Dominance Condition Violation","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.023","0.25","0.035","0.006","0.076","0.261","0.099","0.791","0.554","0.622","0","0","0.316","0.657","0.164","0","66","-0.63","2","None","810","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
"spend","spend","E_01_017","E","1","17","3.677","3.371","1.457","-0.506","35","0","3.333","1.718","-0.461","15","0","3.4","1.273","20","-0.54","0","N/A","N/A","N/A","N/A","N/A","1.577","1.137","-0.882","26","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","634","1001","367","1802","baby_o","i","Bent","1","N/A","N/A","Open","1","Symmetrical Or Alternating","Curved","0","Body","Hips","Body Away","1","baby_o","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.094","0.004","0.045","0.233","0.261","0.099","0.209","0.554","0.622","0","0","0.316","0.657","0.836","0","106","-0.447","2","Event","1102","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
